Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-12,6.4,11,30244,544,207,24,12,2.2,348|406|1445|2534|2696|3728|3767|4088|4988|5208|5530|5581|5587|6558|6720|6833|6934|7040|7369|7514|8660|23236|55107|134957,APOE|BMAL1|CSK|FYN|GIPR|JUP|KCNJ11|SMAD3|OPRM1|PFKFB2|PPP3CA|PRKCE|PRKD1|SLC12A2|SREBF1|ABCC8|TCF7L2|TGFB1|UMOD|XPO1|IRS2|PLCB1|ANO1|STXBP5,-9.4,cluster_1_x_name
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-12,5.5,10,30244,714,207,27,13,2.3,154|595|596|857|1026|1445|1605|1855|2260|2534|2547|3643|5217|5571|5587|5747|7040|7525|8412|8503|10979|23411|28232|50507|51422|79109|89780,ADRB2|CCND1|BCL2|CAV1|CDKN1A|CSK|DAG1|DVL1|FGFR1|FYN|XRCC6|INSR|PFN2|PRKAG1|PRKD1|PTK2|TGFB1|YES1|BCAR3|PIK3R3|FERMT2|SIRT1|SLCO3A1|NOX4|PRKAG2|MAPKAP1|WNT3A,-9.4,cluster_1_x_name
GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-12,8.8,12,30244,317,207,19,9.2,2,164|358|2268|2696|4881|5208|5530|5581|5868|6558|6833|6857|6934|7040|8660|11267|23236|55107|134957,AP1G1|AQP1|FGR|GIPR|NPR1|PFKFB2|PPP3CA|PRKCE|RAB5A|SLC12A2|ABCC8|SYT1|TCF7L2|TGFB1|IRS2|SNF8|PLCB1|ANO1|STXBP5,-9.3,cluster_1_x_name
GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-12,6.6,11,30244,506,207,23,11,2.2,463|596|857|905|1106|1605|1655|4205|4624|4773|5156|5530|6497|6546|6934|7040|7049|8572|10266|23411|50507|89780|150094,ZFHX3|BCL2|CAV1|CCNT2|CHD2|DAG1|DDX5|MEF2A|MYH6|NFATC2|PDGFRA|PPP3CA|SKI|SLC8A1|TCF7L2|TGFB1|TGFBR3|PDLIM4|RAMP2|SIRT1|NOX4|WNT3A|SIK1,-9.2,cluster_1_x_name
GO Biological Processes,19,GO:0071900,regulation of protein serine/threonine kinase activity,19_GO:0008152 metabolic process,-12,8,11,30244,364,207,20,9.7,2.1,154|348|595|857|898|905|1026|1031|1445|1843|2260|3643|5728|6546|7040|10614|10979|23411|50507|80824,ADRB2|APOE|CCND1|CAV1|CCNE1|CCNT2|CDKN1A|CDKN2C|CSK|DUSP1|FGFR1|INSR|PTEN|SLC8A1|TGFB1|HEXIM1|FERMT2|SIRT1|NOX4|DUSP16,-9.2,cluster_1_x_name
WikiPathways,27,WP4659,Gastrin signaling pathway,,-12,17,14,30244,115,207,13,6.3,1.7,595|887|1026|1398|2309|2534|4792|5581|5587|5747|5970|7525|8503,CCND1|CCKBR|CDKN1A|CRK|FOXO3|FYN|NFKBIA|PRKCE|PRKD1|PTK2|RELA|YES1|PIK3R3,-9.1,cluster_1_x_name
GO Biological Processes,19,GO:0040008,regulation of growth,19_GO:0040007 growth,-12,5.9,10,30244,620,207,25,12,2.3,154|348|596|1026|1031|1785|2335|2697|3643|4088|4624|4881|5728|6259|6857|7040|7049|23236|23327|23411|54617|79068|79109|85004|89780,ADRB2|APOE|BCL2|CDKN1A|CDKN2C|DNM2|FN1|GJA1|INSR|SMAD3|MYH6|NPR1|PTEN|RYK|SYT1|TGFB1|TGFBR3|PLCB1|NEDD4L|SIRT1|INO80|FTO|MAPKAP1|RERG|WNT3A,-9.1,cluster_1_x_name
WikiPathways,27,WP138,Androgen receptor signaling pathway,,-12,19,14,30244,91,207,12,5.8,1.6,595|857|898|1026|4088|5728|5747|5970|7329|8554|9612|23411,CCND1|CAV1|CCNE1|CDKN1A|SMAD3|PTEN|PTK2|RELA|UBE2I|PIAS1|NCOR2|SIRT1,-9.1,cluster_1_x_name
GO Biological Processes,19,GO:0031667,response to nutrient levels,19_GO:0050896 response to stimulus,-12,6.8,11,30244,471,207,22,11,2.1,154|348|490|595|596|1026|1373|2309|2696|4988|5287|5571|5587|6546|6581|6720|9213|23411|27347|51422|79109|84251,ADRB2|APOE|ATP2B1|CCND1|BCL2|CDKN1A|CPS1|FOXO3|GIPR|OPRM1|PIK3C2B|PRKAG1|PRKD1|SLC8A1|SLC22A3|SREBF1|XPR1|SIRT1|STK39|PRKAG2|MAPKAP1|SGIP1,-9,cluster_1_x_name
GeDiPNet,37,GDP00225,Adenocarcinoma,,-12,11,12,30244,214,207,16,7.7,1.9,348|358|595|596|1152|2099|2309|4846|5241|5587|5728|6934|7040|8289|10266|57419,APOE|AQP1|CCND1|BCL2|CKB|ESR1|FOXO3|NOS3|PGR|PRKD1|PTEN|TCF7L2|TGFB1|ARID1A|RAMP2|SLC24A3,-9,cluster_1_x_name
GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-12,5.8,10,30244,635,207,25,12,2.3,154|358|857|1129|1373|1398|1445|1584|1785|2534|2697|3643|3728|4035|4988|5156|5747|5970|6546|6720|8412|8503|8660|23236|55107,ADRB2|AQP1|CAV1|CHRM2|CPS1|CRK|CSK|CYP11B1|DNM2|FYN|GJA1|INSR|JUP|LRP1|OPRM1|PDGFRA|PTK2|RELA|SLC8A1|SREBF1|BCAR3|PIK3R3|IRS2|PLCB1|ANO1,-8.9,cluster_1_x_name
GO Biological Processes,19,GO:0033674,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-12,7.2,11,30244,429,207,21,10,2.1,154|595|1026|1445|1605|2260|2268|2547|3643|5156|5208|5571|5587|5747|6259|7040|10979|23411|50507|51422|89780,ADRB2|CCND1|CDKN1A|CSK|DAG1|FGFR1|FGR|XRCC6|INSR|PDGFRA|PFKFB2|PRKAG1|PRKD1|PTK2|RYK|TGFB1|FERMT2|SIRT1|NOX4|PRKAG2|WNT3A,-8.9,cluster_1_x_name
WikiPathways,27,WP4172,PI3K-Akt signaling pathway,,-12,8.2,11,30244,339,207,19,9.2,2,595|596|842|898|1026|1129|2260|2309|2335|3643|3672|4846|5156|5529|5586|5728|5747|5970|8503,CCND1|BCL2|CASP9|CCNE1|CDKN1A|CHRM2|FGFR1|FOXO3|FN1|INSR|ITGA1|NOS3|PDGFRA|PPP2R5E|PKN2|PTEN|PTK2|RELA|PIK3R3,-8.9,cluster_1_x_name
GO Biological Processes,19,GO:0045785,positive regulation of cell adhesion,19_GO:0048518 positive regulation of biological process,-12,6.7,10,30244,482,207,22,11,2.1,463|857|1398|1445|1605|1785|2309|2335|2534|3728|4088|5530|5581|5970|6237|6541|7525|8289|8861|10979|57580|89780,ZFHX3|CAV1|CRK|CSK|DAG1|DNM2|FOXO3|FN1|FYN|JUP|SMAD3|PPP3CA|PRKCE|RELA|RRAS|SLC7A1|YES1|ARID1A|LDB1|FERMT2|PREX1|WNT3A,-8.8,cluster_1_x_name
KEGG Pathway,24,hsa05215,Prostate cancer,,-11,18,14,30244,97,207,12,5.8,1.6,595|596|842|898|1026|2260|4792|5156|5728|5970|6934|8503,CCND1|BCL2|CASP9|CCNE1|CDKN1A|FGFR1|NFKBIA|PDGFRA|PTEN|RELA|TCF7L2|PIK3R3,-8.8,cluster_1_x_name
GO Biological Processes,19,GO:0008217,regulation of blood pressure,19_GO:0032501 multicellular organismal process,-11,12,12,30244,186,207,15,7.2,1.8,59|154|490|1584|4088|4624|4846|4881|4883|7369|10060|10266|23576|27347|83988,ACTA2|ADRB2|ATP2B1|CYP11B1|SMAD3|MYH6|NOS3|NPR1|NPR3|UMOD|ABCC9|RAMP2|DDAH1|STK39|NCALD,-8.8,cluster_1_x_name
Canonical Pathways,11,M186,PID PDGFRB PATHWAY,,-11,15,13,30244,129,207,13,6.3,1.7,59|1398|1445|1785|2268|2534|4035|5581|5728|5868|7525|8503|9351,ACTA2|CRK|CSK|DNM2|FGR|FYN|LRP1|PRKCE|PTEN|RAB5A|YES1|PIK3R3|NHERF2,-8.6,cluster_1_x_name
KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-11,7.8,11,30244,354,207,19,9.2,2,595|596|842|898|1026|1129|2260|2309|2335|3643|3672|4846|5156|5529|5586|5728|5747|5970|8503,CCND1|BCL2|CASP9|CCNE1|CDKN1A|CHRM2|FGFR1|FOXO3|FN1|INSR|ITGA1|NOS3|PDGFRA|PPP2R5E|PKN2|PTEN|PTK2|RELA|PIK3R3,-8.6,cluster_1_x_name
GO Biological Processes,19,GO:0009991,response to extracellular stimulus,19_GO:0050896 response to stimulus,-11,6.4,10,30244,501,207,22,11,2.1,154|348|490|595|596|1026|1373|2309|2696|4988|5287|5571|5587|6546|6581|6720|9213|23411|27347|51422|79109|84251,ADRB2|APOE|ATP2B1|CCND1|BCL2|CDKN1A|CPS1|FOXO3|GIPR|OPRM1|PIK3C2B|PRKAG1|PRKD1|SLC8A1|SLC22A3|SREBF1|XPR1|SIRT1|STK39|PRKAG2|MAPKAP1|SGIP1,-8.6,cluster_1_x_name
GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-11,5,9.5,30244,787,207,27,13,2.3,348|596|658|857|1026|1031|1445|1488|1843|3159|3672|4088|4846|4881|4883|4988|5728|6497|6833|7040|7049|7369|23576|50507|84871|85004|94241,APOE|BCL2|BMPR1B|CAV1|CDKN1A|CDKN2C|CSK|CTBP2|DUSP1|HMGA1|ITGA1|SMAD3|NOS3|NPR1|NPR3|OPRM1|PTEN|SKI|ABCC8|TGFB1|TGFBR3|UMOD|DDAH1|NOX4|AGBL4|RERG|TP53INP1,-8.5,cluster_1_x_name
GO Biological Processes,19,GO:0007420,brain development,19_GO:0032502 developmental process,-11,5,9.5,30244,787,207,27,13,2.3,358|463|490|596|1152|1398|1445|1500|2009|2534|2904|5530|5728|6259|6497|6546|6857|8633|8660|8861|9612|10818|23236|23654|57282|79109|89780,AQP1|ZFHX3|ATP2B1|BCL2|CKB|CRK|CSK|CTNND1|EML1|FYN|GRIN2B|PPP3CA|PTEN|RYK|SKI|SLC8A1|SYT1|UNC5C|IRS2|LDB1|NCOR2|FRS2|PLCB1|PLXNB2|SLC4A10|MAPKAP1|WNT3A,-8.5,cluster_1_x_name
GO Biological Processes,19,GO:1901653,cellular response to peptide,19_GO:0050896 response to stimulus,-11,8.4,11,30244,313,207,18,8.7,2,154|857|1373|1398|1445|1584|2534|2697|3643|4035|5747|5970|6720|8412|8503|8660|23236|55107,ADRB2|CAV1|CPS1|CRK|CSK|CYP11B1|FYN|GJA1|INSR|LRP1|PTK2|RELA|SREBF1|BCAR3|PIK3R3|IRS2|PLCB1|ANO1,-8.5,cluster_1_x_name
GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-11,9,11,30244,275,207,17,8.2,1.9,348|406|2696|3767|4988|5208|5530|5581|6558|6720|6833|6934|7040|8660|23236|55107|134957,APOE|BMAL1|GIPR|KCNJ11|OPRM1|PFKFB2|PPP3CA|PRKCE|SLC12A2|SREBF1|ABCC8|TCF7L2|TGFB1|IRS2|PLCB1|ANO1|STXBP5,-8.4,cluster_1_x_name
GO Biological Processes,19,GO:0061041,regulation of wound healing,19_GO:0050896 response to stimulus,-11,14,13,30244,136,207,13,6.3,1.7,59|348|857|1398|4088|4846|5156|5581|5728|5747|6558|6833|10979,ACTA2|APOE|CAV1|CRK|SMAD3|NOS3|PDGFRA|PRKCE|PTEN|PTK2|SLC12A2|ABCC8|FERMT2,-8.3,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-11,8.9,11,30244,280,207,17,8.2,1.9,1445|1843|1844|2260|2335|2534|2904|5156|5529|5747|5774|7094|8660|10818|22808|80824|152831,CSK|DUSP1|DUSP2|FGFR1|FN1|FYN|GRIN2B|PDGFRA|PPP2R5E|PTK2|PTPN3|TLN1|IRS2|FRS2|MRAS|DUSP16|KLB,-8.3,cluster_1_x_name
GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-11,12,12,30244,169,207,14,6.8,1.7,59|463|857|1398|2534|4053|4088|5747|6497|7040|7049|7525|10979|23411,ACTA2|ZFHX3|CAV1|CRK|FYN|LTBP2|SMAD3|PTK2|SKI|TGFB1|TGFBR3|YES1|FERMT2|SIRT1,-8.3,cluster_1_x_name
GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-11,7,10,30244,418,207,20,9.7,2.1,154|1398|2260|2268|2534|3643|4643|5156|5587|5747|6259|6720|7040|7525|8412|8503|8660|10818|23236|152831,ADRB2|CRK|FGFR1|FGR|FYN|INSR|MYO1E|PDGFRA|PRKD1|PTK2|RYK|SREBF1|TGFB1|YES1|BCAR3|PIK3R3|IRS2|FRS2|PLCB1|KLB,-8.3,cluster_1_x_name
GeDiPNet,37,GDP04358,Malignant Neoplasm,,-11,11,12,30244,205,207,15,7.2,1.8,463|490|595|898|1026|1031|2099|2260|4846|5728|6934|8289|8395|64116|79068,ZFHX3|ATP2B1|CCND1|CCNE1|CDKN1A|CDKN2C|ESR1|FGFR1|NOS3|PTEN|TCF7L2|ARID1A|PIP5K1B|SLC39A8|FTO,-8.3,cluster_1_x_name
GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-11,6.9,10,30244,421,207,20,9.7,2.1,595|596|857|887|1373|1605|2099|3643|4088|5156|5241|5774|5970|7040|7049|8660|8945|9612|10818|89780,CCND1|BCL2|CAV1|CCKBR|CPS1|DAG1|ESR1|INSR|SMAD3|PDGFRA|PGR|PTPN3|RELA|TGFB1|TGFBR3|IRS2|BTRC|NCOR2|FRS2|WNT3A,-8.2,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-11,8.7,11,30244,286,207,17,8.2,1.9,1445|1843|1844|2260|2335|2534|2904|5156|5529|5747|5774|7094|8660|10818|22808|80824|152831,CSK|DUSP1|DUSP2|FGFR1|FN1|FYN|GRIN2B|PDGFRA|PPP2R5E|PTK2|PTPN3|TLN1|IRS2|FRS2|MRAS|DUSP16|KLB,-8.2,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-199418,Negative regulation of the PI3K/AKT network,,-11,16,13,30244,113,207,12,5.8,1.6,2099|2260|2534|3643|5156|5529|5728|8395|8503|8660|10818|152831,ESR1|FGFR1|FYN|INSR|PDGFRA|PPP2R5E|PTEN|PIP5K1B|PIK3R3|IRS2|FRS2|KLB,-8.1,cluster_1_x_name
GO Biological Processes,19,GO:0031400,negative regulation of protein modification process,19_GO:0048519 negative regulation of biological process,-11,6.4,9.8,30244,483,207,21,10,2.1,348|857|1026|1031|1843|1855|2534|4035|5581|5728|5970|6201|6546|7040|10614|23376|23411|51422|59343|80824|135112,APOE|CAV1|CDKN1A|CDKN2C|DUSP1|DVL1|FYN|LRP1|PRKCE|PTEN|RELA|RPS7|SLC8A1|TGFB1|HEXIM1|UFL1|SIRT1|PRKAG2|SENP2|DUSP16|NCOA7,-8.1,cluster_1_x_name
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-10,6.2,9.7,30244,494,207,21,10,2.1,59|154|348|1398|1445|2260|3643|3672|4988|5156|5581|6259|7040|8412|10174|10818|10979|23236|27347|50507|152831,ACTA2|ADRB2|APOE|CRK|CSK|FGFR1|INSR|ITGA1|OPRM1|PDGFRA|PRKCE|RYK|TGFB1|BCAR3|SORBS3|FRS2|FERMT2|PLCB1|STK39|NOX4|KLB,-7.9,cluster_1_x_name
GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-10,7,10,30244,395,207,19,9.2,2,59|164|596|857|1026|1445|2268|2309|2534|2547|4292|4773|5530|6541|7040|7525|8289|8660|89780,ACTA2|AP1G1|BCL2|CAV1|CDKN1A|CSK|FGR|FOXO3|FYN|XRCC6|MLH1|NFATC2|PPP3CA|SLC7A1|TGFB1|YES1|ARID1A|IRS2|WNT3A,-7.8,cluster_1_x_name
KEGG Pathway,24,hsa05222,Small cell lung cancer,,-10,17,13,30244,92,207,11,5.3,1.6,595|596|842|898|1026|2335|4792|5728|5747|5970|8503,CCND1|BCL2|CASP9|CCNE1|CDKN1A|FN1|NFKBIA|PTEN|PTK2|RELA|PIK3R3,-7.8,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-382551,Transport of small molecules,,-10,5,9.1,30244,728,207,25,12,2.3,348|358|490|3767|6523|6541|6542|6546|6558|6581|8170|9635|10060|10864|23327|26133|28232|54822|55107|55832|57130|57282|57419|64116|79901,APOE|AQP1|ATP2B1|KCNJ11|SLC5A1|SLC7A1|SLC7A2|SLC8A1|SLC12A2|SLC22A3|SLC14A2|CLCA2|ABCC9|SLC22A7|NEDD4L|TRPC4AP|SLCO3A1|TRPM7|ANO1|CAND1|ATP13A1|SLC4A10|SLC24A3|SLC39A8|CYBRD1,-7.8,cluster_1_x_name
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-10,9.9,11,30244,222,207,15,7.2,1.8,596|1398|1605|1785|2335|3728|4088|5581|5728|5747|6237|7094|8861|10979|57580,BCL2|CRK|DAG1|DNM2|FN1|JUP|SMAD3|PRKCE|PTEN|PTK2|RRAS|TLN1|LDB1|FERMT2|PREX1,-7.8,cluster_1_x_name
GO Biological Processes,19,GO:0006816,calcium ion transport,19_GO:0051179 localization,-10,8.9,11,30244,262,207,16,7.7,1.9,490|596|857|2534|2904|4846|4988|5530|6546|9033|10266|23236|26133|54822|57419|89780,ATP2B1|BCL2|CAV1|FYN|GRIN2B|NOS3|OPRM1|PPP3CA|SLC8A1|PKD2L1|RAMP2|PLCB1|TRPC4AP|TRPM7|SLC24A3|WNT3A,-7.8,cluster_1_x_name
GO Biological Processes,19,GO:0071407,cellular response to organic cyclic compound,19_GO:0050896 response to stimulus,-10,6.1,9.6,30244,500,207,21,10,2.1,358|490|842|857|1129|1152|1373|1605|1655|1785|2099|3728|4988|5241|6546|7040|8204|8289|8945|23236|114881,AQP1|ATP2B1|CASP9|CAV1|CHRM2|CKB|CPS1|DAG1|DDX5|DNM2|ESR1|JUP|OPRM1|PGR|SLC8A1|TGFB1|NRIP1|ARID1A|BTRC|PLCB1|OSBPL7,-7.8,cluster_1_x_name
GO Biological Processes,19,GO:0090066,regulation of anatomical structure size,19_GO:0065007 biological regulation,-10,6.1,9.6,30244,500,207,21,10,2.1,59|154|348|358|490|857|1373|1785|2335|3672|4846|4881|4883|5217|5581|5728|5868|6259|6546|6558|89780,ACTA2|ADRB2|APOE|AQP1|ATP2B1|CAV1|CPS1|DNM2|FN1|ITGA1|NOS3|NPR1|NPR3|PFN2|PRKCE|PTEN|RAB5A|RYK|SLC8A1|SLC12A2|WNT3A,-7.8,cluster_1_x_name
GO Biological Processes,19,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,19_GO:0050896 response to stimulus,-10,7.4,10,30244,354,207,18,8.7,2,595|857|898|1500|1855|2904|3728|4988|5530|5728|5868|6259|6934|8861|8945|10979|59343|89780,CCND1|CAV1|CCNE1|CTNND1|DVL1|GRIN2B|JUP|OPRM1|PPP3CA|PTEN|RAB5A|RYK|TCF7L2|LDB1|BTRC|FERMT2|SENP2|WNT3A,-7.7,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-10,8,10,30244,309,207,17,8.2,1.9,842|1026|2099|2260|2309|2534|3643|5156|5529|5581|5728|8395|8503|8660|10818|79109|152831,CASP9|CDKN1A|ESR1|FGFR1|FOXO3|FYN|INSR|PDGFRA|PPP2R5E|PRKCE|PTEN|PIP5K1B|PIK3R3|IRS2|FRS2|MAPKAP1|KLB,-7.7,cluster_1_x_name
Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-10,8.8,11,30244,267,207,16,7.7,1.9,842|1026|2099|2260|2309|2534|3643|5156|5529|5728|8395|8503|8660|10818|79109|152831,CASP9|CDKN1A|ESR1|FGFR1|FOXO3|FYN|INSR|PDGFRA|PPP2R5E|PTEN|PIP5K1B|PIK3R3|IRS2|FRS2|MAPKAP1|KLB,-7.7,cluster_1_x_name
WikiPathways,27,WP4658,Small cell lung cancer,,-10,17,13,30244,96,207,11,5.3,1.6,595|596|842|898|1026|2335|4792|5728|5747|5970|8503,CCND1|BCL2|CASP9|CCNE1|CDKN1A|FN1|NFKBIA|PTEN|PTK2|RELA|PIK3R3,-7.7,cluster_1_x_name
GO Biological Processes,19,GO:0034762,regulation of transmembrane transport,19_GO:0051179 localization,-10,5.4,9.2,30244,622,207,23,11,2.2,154|596|857|1785|2534|2669|2904|3643|3767|4205|4988|5530|5581|5587|5774|6546|6833|7525|8660|10060|23327|27347|51422,ADRB2|BCL2|CAV1|DNM2|FYN|GEM|GRIN2B|INSR|KCNJ11|MEF2A|OPRM1|PPP3CA|PRKCE|PRKD1|PTPN3|SLC8A1|ABCC8|YES1|IRS2|ABCC9|NEDD4L|STK39|PRKAG2,-7.7,cluster_1_x_name
GO Biological Processes,19,GO:0009896,positive regulation of catabolic process,19_GO:0048518 positive regulation of biological process,-10,5.6,9.3,30244,569,207,22,11,2.1,154|348|857|1855|2309|3643|4035|4292|5581|5587|5728|5747|8554|8660|11267|23376|23411|29763|79068|84871|94241|114881,ADRB2|APOE|CAV1|DVL1|FOXO3|INSR|LRP1|MLH1|PRKCE|PRKD1|PTEN|PTK2|PIAS1|IRS2|SNF8|UFL1|SIRT1|PACSIN3|FTO|AGBL4|TP53INP1|OSBPL7,-7.6,cluster_1_x_name
KEGG Pathway,24,hsa04933,AGE-RAGE signaling pathway in diabetic complications,,-10,16,13,30244,100,207,11,5.3,1.6,595|596|2335|4088|4846|5581|5970|7040|8503|23236|50507,CCND1|BCL2|FN1|SMAD3|NOS3|PRKCE|RELA|TGFB1|PIK3R3|PLCB1|NOX4,-7.5,cluster_1_x_name
Canonical Pathways,11,M124,PID CXCR4 PATHWAY,,-10,16,13,30244,100,207,11,5.3,1.6,1398|1445|2268|2534|3672|5728|5747|7525|8503|23236|79109,CRK|CSK|FGR|FYN|ITGA1|PTEN|PTK2|YES1|PIK3R3|PLCB1|MAPKAP1,-7.5,cluster_1_x_name
GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-10,7.1,9.8,30244,368,207,18,8.7,2,154|348|857|1026|1398|1488|1855|4035|4088|4792|5530|6497|6934|7040|7049|59343|84444|89780,ADRB2|APOE|CAV1|CDKN1A|CRK|CTBP2|DVL1|LRP1|SMAD3|NFKBIA|PPP3CA|SKI|TCF7L2|TGFB1|TGFBR3|SENP2|DOT1L|WNT3A,-7.5,cluster_1_x_name
GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-10,12,11,30244,162,207,13,6.3,1.7,59|857|1398|2534|4053|4088|5747|6497|7040|7049|7525|10979|23411,ACTA2|CAV1|CRK|FYN|LTBP2|SMAD3|PTK2|SKI|TGFB1|TGFBR3|YES1|FERMT2|SIRT1,-7.5,cluster_1_x_name
GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-10,8.4,10,30244,279,207,16,7.7,1.9,406|463|658|1655|2099|4846|4988|5156|5241|5728|6720|8204|8945|9612|23411|150094,BMAL1|ZFHX3|BMPR1B|DDX5|ESR1|NOS3|OPRM1|PDGFRA|PGR|PTEN|SREBF1|NRIP1|BTRC|NCOR2|SIRT1|SIK1,-7.5,cluster_1_x_name
GO Biological Processes,19,GO:0034329,cell junction assembly,19_GO:0009987 cellular process,-10,8.4,10,30244,279,207,16,7.7,1.9,596|1398|1500|1855|2335|2697|3728|5586|5728|6259|7094|7205|10266|10979|23654|89780,BCL2|CRK|CTNND1|DVL1|FN1|GJA1|JUP|PKN2|PTEN|RYK|TLN1|TRIP6|RAMP2|FERMT2|PLXNB2|WNT3A,-7.5,cluster_1_x_name
GeDiPNet,37,GDP05589,Paroxysmal atrial fibrillation,,-9.9,12,11,30244,163,207,13,6.3,1.7,463|857|1026|1557|4624|4846|5747|7514|9644|10060|23411|51422|84871,ZFHX3|CAV1|CDKN1A|CYP2C19|MYH6|NOS3|PTK2|XPO1|SH3PXD2A|ABCC9|SIRT1|PRKAG2|AGBL4,-7.5,cluster_1_x_name
KEGG Pathway,24,hsa04068,FoxO signaling pathway,,-9.9,13,12,30244,131,207,12,5.8,1.6,595|1026|2309|3643|4088|5571|5728|7040|8503|8660|23411|51422,CCND1|CDKN1A|FOXO3|INSR|SMAD3|PRKAG1|PTEN|TGFB1|PIK3R3|IRS2|SIRT1|PRKAG2,-7.5,cluster_1_x_name
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-9.9,6.6,9.6,30244,423,207,19,9.2,2,154|490|596|857|1785|2534|2669|4846|5530|5581|5587|5774|6546|6833|10060|23327|27347|29763|150094,ADRB2|ATP2B1|BCL2|CAV1|DNM2|FYN|GEM|NOS3|PPP3CA|PRKCE|PRKD1|PTPN3|SLC8A1|ABCC8|ABCC9|NEDD4L|STK39|PACSIN3|SIK1,-7.4,cluster_1_x_name
GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-9.9,7.6,10,30244,327,207,17,8.2,1.9,164|596|857|1026|1445|2309|2534|2547|4292|4773|5530|6541|7040|7525|8289|8660|89780,AP1G1|BCL2|CAV1|CDKN1A|CSK|FOXO3|FYN|XRCC6|MLH1|NFATC2|PPP3CA|SLC7A1|TGFB1|YES1|ARID1A|IRS2|WNT3A,-7.4,cluster_1_x_name
GeDiPNet,37,GDP01036,Carcinoma,,-9.8,5.7,9.2,30244,535,207,21,10,2.1,348|358|595|596|1152|1544|2099|2260|2335|4292|4846|5241|5587|5728|5747|6558|6934|7040|7329|8289|10266,APOE|AQP1|CCND1|BCL2|CKB|CYP1A2|ESR1|FGFR1|FN1|MLH1|NOS3|PGR|PRKD1|PTEN|PTK2|SLC12A2|TCF7L2|TGFB1|UBE2I|ARID1A|RAMP2,-7.4,cluster_1_x_name
GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-9.8,7,9.7,30244,378,207,18,8.7,2,164|596|857|1026|1445|2268|2309|2534|2547|4292|4773|5530|6541|7040|7525|8289|8660|89780,AP1G1|BCL2|CAV1|CDKN1A|CSK|FGR|FOXO3|FYN|XRCC6|MLH1|NFATC2|PPP3CA|SLC7A1|TGFB1|YES1|ARID1A|IRS2|WNT3A,-7.4,cluster_1_x_name
KEGG Pathway,24,hsa04022,cGMP-PKG signaling pathway,,-9.8,11,11,30244,167,207,13,6.3,1.7,154|490|3643|4205|4624|4773|4846|4881|5530|5581|6546|8660|23236,ADRB2|ATP2B1|INSR|MEF2A|MYH6|NFATC2|NOS3|NPR1|PPP3CA|PRKCE|SLC8A1|IRS2|PLCB1,-7.4,cluster_1_x_name
KEGG Pathway,24,hsa05205,Proteoglycans in cancer,,-9.8,10,11,30244,205,207,14,6.8,1.7,595|857|1026|1655|2099|2260|2335|5747|6237|7040|8503|10818|22808|89780,CCND1|CAV1|CDKN1A|DDX5|ESR1|FGFR1|FN1|PTK2|RRAS|TGFB1|PIK3R3|FRS2|MRAS|WNT3A,-7.3,cluster_1_x_name
