Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-5673001,RAF/MAP kinase cascade,,-12,10,12,30244,280,183,17,9.3,2.1,1445|1843|1844|2260|2335|2534|2904|5156|5529|5747|5774|7094|8660|10818|22808|80824|152831,CSK|DUSP1|DUSP2|FGFR1|FN1|FYN|GRIN2B|PDGFRA|PPP2R5E|PTK2|PTPN3|TLN1|IRS2|FRS2|MRAS|DUSP16|KLB,-9.2
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-2219528,PI3K/AKT Signaling in Cancer,,-12,19,14,30244,104,183,12,6.6,1.8,1026|2099|2260|2309|2534|5156|5728|8503|8660|10818|79109|152831,CDKN1A|ESR1|FGFR1|FOXO3|FYN|PDGFRA|PTEN|PIK3R3|IRS2|FRS2|MAPKAP1|KLB,-9.1
cluster_1_x_name,GO Biological Processes,19,GO:0010035,response to inorganic substance,19_GO:0050896 response to stimulus,-12,6.7,11,30244,539,183,22,12,2.4,358|595|596|857|1373|1398|1544|1584|1785|2534|2696|4205|4846|5530|5970|6558|6833|6857|23236|23411|27347|79901,AQP1|CCND1|BCL2|CAV1|CPS1|CRK|CYP1A2|CYP11B1|DNM2|FYN|GIPR|MEF2A|NOS3|PPP3CA|RELA|SLC12A2|ABCC8|SYT1|PLCB1|SIRT1|STK39|CYBRD1,-9
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-5684996,MAPK1/MAPK3 signaling,,-12,9.8,12,30244,286,183,17,9.3,2.1,1445|1843|1844|2260|2335|2534|2904|5156|5529|5747|5774|7094|8660|10818|22808|80824|152831,CSK|DUSP1|DUSP2|FGFR1|FN1|FYN|GRIN2B|PDGFRA|PPP2R5E|PTK2|PTPN3|TLN1|IRS2|FRS2|MRAS|DUSP16|KLB,-9
cluster_1_x_name,GO Biological Processes,19,GO:0061041,regulation of wound healing,19_GO:0050896 response to stimulus,-12,16,13,30244,136,183,13,7.1,1.9,59|348|857|1398|4088|4846|5156|5581|5728|5747|6558|6833|10979,ACTA2|APOE|CAV1|CRK|SMAD3|NOS3|PDGFRA|PRKCE|PTEN|PTK2|SLC12A2|ABCC8|FERMT2,-9
cluster_1_x_name,GeDiPNet,37,GDP00611,Atrial Fibrillation,,-12,11,12,30244,248,183,16,8.7,2.1,463|490|857|1026|1557|4088|4624|4846|5747|6934|7514|9644|10060|23411|51422|79068,ZFHX3|ATP2B1|CAV1|CDKN1A|CYP2C19|SMAD3|MYH6|NOS3|PTK2|TCF7L2|XPO1|SH3PXD2A|ABCC9|SIRT1|PRKAG2|FTO,-8.9
cluster_1_x_name,WikiPathways,27,WP4172,PI3K-Akt signaling pathway,,-11,8.8,11,30244,339,183,18,9.8,2.2,595|596|898|1026|1129|2260|2309|2335|3643|3672|4846|5156|5529|5586|5728|5747|5970|8503,CCND1|BCL2|CCNE1|CDKN1A|CHRM2|FGFR1|FOXO3|FN1|INSR|ITGA1|NOS3|PDGFRA|PPP2R5E|PKN2|PTEN|PTK2|RELA|PIK3R3,-8.9
cluster_1_x_name,GO Biological Processes,19,GO:0009991,response to extracellular stimulus,19_GO:0050896 response to stimulus,-11,6.9,10,30244,501,183,21,11,2.4,154|348|490|595|596|1026|1373|2309|2696|4988|5287|5571|5587|6581|6720|9213|23411|27347|51422|79109|84251,ADRB2|APOE|ATP2B1|CCND1|BCL2|CDKN1A|CPS1|FOXO3|GIPR|OPRM1|PIK3C2B|PRKAG1|PRKD1|SLC22A3|SREBF1|XPR1|SIRT1|STK39|PRKAG2|MAPKAP1|SGIP1,-8.8
cluster_1_x_name,GeDiPNet,37,GDP00225,Adenocarcinoma,,-11,12,12,30244,214,183,15,8.2,2,348|358|595|596|1152|2099|2309|4846|5241|5587|5728|6934|7040|8289|10266,APOE|AQP1|CCND1|BCL2|CKB|ESR1|FOXO3|NOS3|PGR|PRKD1|PTEN|TCF7L2|TGFB1|ARID1A|RAMP2,-8.8
cluster_1_x_name,GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-11,7.9,11,30244,395,183,19,10,2.3,59|164|596|857|1026|1445|2268|2309|2534|2547|4292|4773|5530|6541|7040|7525|8289|8660|89780,ACTA2|AP1G1|BCL2|CAV1|CDKN1A|CSK|FGR|FOXO3|FYN|XRCC6|MLH1|NFATC2|PPP3CA|SLC7A1|TGFB1|YES1|ARID1A|IRS2|WNT3A,-8.8
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-199418,Negative regulation of the PI3K/AKT network,,-11,18,14,30244,113,183,12,6.6,1.8,2099|2260|2534|3643|5156|5529|5728|8395|8503|8660|10818|152831,ESR1|FGFR1|FYN|INSR|PDGFRA|PPP2R5E|PTEN|PIP5K1B|PIK3R3|IRS2|FRS2|KLB,-8.8
cluster_1_x_name,GO Biological Processes,19,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,19_GO:0050896 response to stimulus,-11,8.4,11,30244,354,183,18,9.8,2.2,595|857|898|1500|1855|2904|3728|4988|5530|5728|5868|6259|6934|8861|8945|10979|59343|89780,CCND1|CAV1|CCNE1|CTNND1|DVL1|GRIN2B|JUP|OPRM1|PPP3CA|PTEN|RAB5A|RYK|TCF7L2|LDB1|BTRC|FERMT2|SENP2|WNT3A,-8.7
cluster_1_x_name,KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-11,8.4,11,30244,354,183,18,9.8,2.2,595|596|898|1026|1129|2260|2309|2335|3643|3672|4846|5156|5529|5586|5728|5747|5970|8503,CCND1|BCL2|CCNE1|CDKN1A|CHRM2|FGFR1|FOXO3|FN1|INSR|ITGA1|NOS3|PDGFRA|PPP2R5E|PKN2|PTEN|PTK2|RELA|PIK3R3,-8.7
cluster_1_x_name,GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-11,11,12,30244,222,183,15,8.2,2,596|1398|1605|1785|2335|3728|4088|5581|5728|5747|6237|7094|8861|10979|57580,BCL2|CRK|DAG1|DNM2|FN1|JUP|SMAD3|PRKCE|PTEN|PTK2|RRAS|TLN1|LDB1|FERMT2|PREX1,-8.6
cluster_1_x_name,GO Biological Processes,19,GO:0051223,regulation of protein transport,19_GO:0051179 localization,-11,6.7,10,30244,519,183,21,11,2.4,348|406|1445|2534|2696|3728|3767|4088|4988|5208|5530|5581|5587|6558|6720|6833|6934|7040|7514|8660|23236,APOE|BMAL1|CSK|FYN|GIPR|JUP|KCNJ11|SMAD3|OPRM1|PFKFB2|PPP3CA|PRKCE|PRKD1|SLC12A2|SREBF1|ABCC8|TCF7L2|TGFB1|XPO1|IRS2|PLCB1,-8.6
cluster_1_x_name,GO Biological Processes,19,GO:0008217,regulation of blood pressure,19_GO:0032501 multicellular organismal process,-11,12,12,30244,186,183,14,7.7,2,59|154|490|1584|4088|4624|4846|4881|4883|10060|10266|23576|27347|83988,ACTA2|ADRB2|ATP2B1|CYP11B1|SMAD3|MYH6|NOS3|NPR1|NPR3|ABCC9|RAMP2|DDAH1|STK39|NCALD,-8.6
cluster_1_x_name,GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-11,8.9,11,30244,317,183,17,9.3,2.1,164|358|2268|2696|4881|5208|5530|5581|5868|6558|6833|6857|6934|7040|8660|11267|23236,AP1G1|AQP1|FGR|GIPR|NPR1|PFKFB2|PPP3CA|PRKCE|RAB5A|SLC12A2|ABCC8|SYT1|TCF7L2|TGFB1|IRS2|SNF8|PLCB1,-8.5
cluster_1_x_name,GO Biological Processes,19,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,19_GO:0050896 response to stimulus,-11,7.5,10,30244,418,183,19,10,2.3,154|1398|2260|2268|2534|3643|4643|5156|5587|5747|6259|6720|7040|7525|8503|8660|10818|23236|152831,ADRB2|CRK|FGFR1|FGR|FYN|INSR|MYO1E|PDGFRA|PRKD1|PTK2|RYK|SREBF1|TGFB1|YES1|PIK3R3|IRS2|FRS2|PLCB1|KLB,-8.5
cluster_1_x_name,GO Biological Processes,19,GO:0051098,regulation of binding,19_GO:0065007 biological regulation,-11,8.1,11,30244,368,183,18,9.8,2.2,154|348|857|1026|1398|1488|1855|4035|4088|4792|5530|6497|6934|7040|7049|59343|84444|89780,ADRB2|APOE|CAV1|CDKN1A|CRK|CTBP2|DVL1|LRP1|SMAD3|NFKBIA|PPP3CA|SKI|TCF7L2|TGFB1|TGFBR3|SENP2|DOT1L|WNT3A,-8.4
cluster_1_x_name,GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-11,5.2,9.4,30244,787,183,25,14,2.5,348|596|658|857|1026|1031|1445|1488|1843|3159|3672|4088|4846|4881|4883|4988|5728|6497|6833|7040|7049|23576|50507|85004|94241,APOE|BCL2|BMPR1B|CAV1|CDKN1A|CDKN2C|CSK|CTBP2|DUSP1|HMGA1|ITGA1|SMAD3|NOS3|NPR1|NPR3|OPRM1|PTEN|SKI|ABCC8|TGFB1|TGFBR3|DDAH1|NOX4|RERG|TP53INP1,-8.4
cluster_1_x_name,GO Biological Processes,19,GO:0007420,brain development,19_GO:0032502 developmental process,-11,5.2,9.4,30244,787,183,25,14,2.5,358|463|490|596|1152|1398|1445|1500|2009|2534|2904|5530|5728|6259|6497|6857|8633|8660|8861|9612|10818|23236|23654|79109|89780,AQP1|ZFHX3|ATP2B1|BCL2|CKB|CRK|CSK|CTNND1|EML1|FYN|GRIN2B|PPP3CA|PTEN|RYK|SKI|SYT1|UNC5C|IRS2|LDB1|NCOR2|FRS2|PLCB1|PLXNB2|MAPKAP1|WNT3A,-8.4
cluster_1_x_name,GeDiPNet,37,GDP01036,Carcinoma,,-11,6.5,10,30244,535,183,21,11,2.4,348|358|595|596|1152|1544|2099|2260|2335|4292|4846|5241|5587|5728|5747|6558|6934|7040|7329|8289|10266,APOE|AQP1|CCND1|BCL2|CKB|CYP1A2|ESR1|FGFR1|FN1|MLH1|NOS3|PGR|PRKD1|PTEN|PTK2|SLC12A2|TCF7L2|TGFB1|UBE2I|ARID1A|RAMP2,-8.4
cluster_1_x_name,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-11,5.8,9.7,30244,657,183,23,13,2.5,59|164|348|596|857|1026|1445|2268|2309|2335|2534|2547|4292|4773|4846|5156|5530|6541|7040|7525|8289|8660|89780,ACTA2|AP1G1|APOE|BCL2|CAV1|CDKN1A|CSK|FGR|FOXO3|FN1|FYN|XRCC6|MLH1|NFATC2|NOS3|PDGFRA|PPP3CA|SLC7A1|TGFB1|YES1|ARID1A|IRS2|WNT3A,-8.4
cluster_1_x_name,GO Biological Processes,19,GO:0071417,cellular response to organonitrogen compound,19_GO:0050896 response to stimulus,-11,6.1,9.8,30244,596,183,22,12,2.4,154|358|857|1129|1373|1398|1445|1584|1785|2534|2697|3643|3728|4035|4988|5156|5747|5970|6720|8503|8660|23236,ADRB2|AQP1|CAV1|CHRM2|CPS1|CRK|CSK|CYP11B1|DNM2|FYN|GJA1|INSR|JUP|LRP1|OPRM1|PDGFRA|PTK2|RELA|SREBF1|PIK3R3|IRS2|PLCB1,-8.4
cluster_1_x_name,GO Biological Processes,19,GO:0034329,cell junction assembly,19_GO:0009987 cellular process,-11,9.5,11,30244,279,183,16,8.7,2.1,596|1398|1500|1855|2335|2697|3728|5586|5728|6259|7094|7205|10266|10979|23654|89780,BCL2|CRK|CTNND1|DVL1|FN1|GJA1|JUP|PKN2|PTEN|RYK|TLN1|TRIP6|RAMP2|FERMT2|PLXNB2|WNT3A,-8.3
cluster_1_x_name,GO Biological Processes,19,GO:0048511,rhythmic process,19_GO:0048511 rhythmic process,-11,9.5,11,30244,279,183,16,8.7,2.1,406|463|658|1655|2099|4846|4988|5156|5241|5728|6720|8204|8945|9612|23411|150094,BMAL1|ZFHX3|BMPR1B|DDX5|ESR1|NOS3|OPRM1|PDGFRA|PGR|PTEN|SREBF1|NRIP1|BTRC|NCOR2|SIRT1|SIK1,-8.3
cluster_1_x_name,GO Biological Processes,19,GO:0031400,negative regulation of protein modification process,19_GO:0048519 negative regulation of biological process,-11,6.8,10,30244,483,183,20,11,2.3,348|857|1026|1031|1843|1855|2534|4035|5581|5728|5970|6201|7040|10614|23376|23411|51422|59343|80824|135112,APOE|CAV1|CDKN1A|CDKN2C|DUSP1|DVL1|FYN|LRP1|PRKCE|PTEN|RELA|RPS7|TGFB1|HEXIM1|UFL1|SIRT1|PRKAG2|SENP2|DUSP16|NCOA7,-8.3
cluster_1_x_name,KEGG Pathway,24,hsa05215,Prostate cancer,,-11,19,14,30244,97,183,11,6,1.8,595|596|898|1026|2260|4792|5156|5728|5970|6934|8503,CCND1|BCL2|CCNE1|CDKN1A|FGFR1|NFKBIA|PDGFRA|PTEN|RELA|TCF7L2|PIK3R3,-8.3
cluster_1_x_name,GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-11,8.6,11,30244,327,183,17,9.3,2.1,164|596|857|1026|1445|2309|2534|2547|4292|4773|5530|6541|7040|7525|8289|8660|89780,AP1G1|BCL2|CAV1|CDKN1A|CSK|FOXO3|FYN|XRCC6|MLH1|NFATC2|PPP3CA|SLC7A1|TGFB1|YES1|ARID1A|IRS2|WNT3A,-8.3
cluster_1_x_name,GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-11,7.9,10,30244,378,183,18,9.8,2.2,164|596|857|1026|1445|2268|2309|2534|2547|4292|4773|5530|6541|7040|7525|8289|8660|89780,AP1G1|BCL2|CAV1|CDKN1A|CSK|FGR|FOXO3|FYN|XRCC6|MLH1|NFATC2|PPP3CA|SLC7A1|TGFB1|YES1|ARID1A|IRS2|WNT3A,-8.3
cluster_1_x_name,GO Biological Processes,19,GO:0070201,regulation of establishment of protein localization,19_GO:0051179 localization,-11,6.4,9.9,30244,544,183,21,11,2.4,348|406|1445|2534|2696|3728|3767|4088|4988|5208|5530|5581|5587|6558|6720|6833|6934|7040|7514|8660|23236,APOE|BMAL1|CSK|FYN|GIPR|JUP|KCNJ11|SMAD3|OPRM1|PFKFB2|PPP3CA|PRKCE|PRKD1|SLC12A2|SREBF1|ABCC8|TCF7L2|TGFB1|XPO1|IRS2|PLCB1,-8.3
cluster_1_x_name,GO Biological Processes,19,GO:1902074,response to salt,19_GO:0050896 response to stimulus,-11,7.8,10,30244,381,183,18,9.8,2.2,595|857|1129|1584|1785|2534|2696|3767|4205|4988|5530|5581|6558|6857|10060|23236|23376|27347,CCND1|CAV1|CHRM2|CYP11B1|DNM2|FYN|GIPR|KCNJ11|MEF2A|OPRM1|PPP3CA|PRKCE|SLC12A2|SYT1|ABCC9|PLCB1|UFL1|STK39,-8.3
cluster_1_x_name,Canonical Pathways,11,M124,PID CXCR4 PATHWAY,,-11,18,13,30244,100,183,11,6,1.8,1398|1445|2268|2534|3672|5728|5747|7525|8503|23236|79109,CRK|CSK|FGR|FYN|ITGA1|PTEN|PTK2|YES1|PIK3R3|PLCB1|MAPKAP1,-8.2
cluster_1_x_name,KEGG Pathway,24,hsa04933,AGE-RAGE signaling pathway in diabetic complications,,-11,18,13,30244,100,183,11,6,1.8,595|596|2335|4088|4846|5581|5970|7040|8503|23236|50507,CCND1|BCL2|FN1|SMAD3|NOS3|PRKCE|RELA|TGFB1|PIK3R3|PLCB1|NOX4,-8.2
cluster_1_x_name,GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0048518 positive regulation of biological process,-11,6.7,10,30244,494,183,20,11,2.3,59|154|348|1398|1445|2260|3643|3672|4988|5156|5581|6259|7040|10174|10818|10979|23236|27347|50507|152831,ACTA2|ADRB2|APOE|CRK|CSK|FGFR1|INSR|ITGA1|OPRM1|PDGFRA|PRKCE|RYK|TGFB1|SORBS3|FRS2|FERMT2|PLCB1|STK39|NOX4|KLB,-8.2
cluster_1_x_name,KEGG Pathway,24,hsa04068,FoxO signaling pathway,,-11,15,13,30244,131,183,12,6.6,1.8,595|1026|2309|3643|4088|5571|5728|7040|8503|8660|23411|51422,CCND1|CDKN1A|FOXO3|INSR|SMAD3|PRKAG1|PTEN|TGFB1|PIK3R3|IRS2|SIRT1|PRKAG2,-8.2
cluster_1_x_name,KEGG Pathway,24,hsa05205,Proteoglycans in cancer,,-10,11,12,30244,205,183,14,7.7,2,595|857|1026|1655|2099|2260|2335|5747|6237|7040|8503|10818|22808|89780,CCND1|CAV1|CDKN1A|DDX5|ESR1|FGFR1|FN1|PTK2|RRAS|TGFB1|PIK3R3|FRS2|MRAS|WNT3A,-8.1
cluster_1_x_name,GeDiPNet,37,GDP04358,Malignant Neoplasm,,-10,11,12,30244,205,183,14,7.7,2,463|490|595|898|1026|1031|2099|2260|4846|5728|6934|8289|8395|79068,ZFHX3|ATP2B1|CCND1|CCNE1|CDKN1A|CDKN2C|ESR1|FGFR1|NOS3|PTEN|TCF7L2|ARID1A|PIP5K1B|FTO,-8.1
cluster_1_x_name,GO Biological Processes,19,GO:0090066,regulation of anatomical structure size,19_GO:0065007 biological regulation,-10,6.6,9.9,30244,500,183,20,11,2.3,59|154|348|358|490|857|1373|1785|2335|3672|4846|4881|4883|5217|5581|5728|5868|6259|6558|89780,ACTA2|ADRB2|APOE|AQP1|ATP2B1|CAV1|CPS1|DNM2|FN1|ITGA1|NOS3|NPR1|NPR3|PFN2|PRKCE|PTEN|RAB5A|RYK|SLC12A2|WNT3A,-8.1
cluster_1_x_name,GO Biological Processes,19,GO:0034762,regulation of transmembrane transport,19_GO:0051179 localization,-10,5.8,9.5,30244,622,183,22,12,2.4,154|596|857|1785|2534|2669|2904|3643|3767|4205|4988|5530|5581|5587|5774|6833|7525|8660|10060|23327|27347|51422,ADRB2|BCL2|CAV1|DNM2|FYN|GEM|GRIN2B|INSR|KCNJ11|MEF2A|OPRM1|PPP3CA|PRKCE|PRKD1|PTPN3|ABCC8|YES1|IRS2|ABCC9|NEDD4L|STK39|PRKAG2,-8.1
cluster_1_x_name,GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-10,13,12,30244,169,183,13,7.1,1.9,59|463|857|1398|2534|4088|5747|6497|7040|7049|7525|10979|23411,ACTA2|ZFHX3|CAV1|CRK|FYN|SMAD3|PTK2|SKI|TGFB1|TGFBR3|YES1|FERMT2|SIRT1,-8.1
cluster_1_x_name,KEGG Pathway,24,hsa04015,Rap1 signaling pathway,,-10,11,11,30244,210,183,14,7.7,2,1398|1500|2260|2904|3643|5156|5217|5587|6237|7094|8503|22808|23236|23683,CRK|CTNND1|FGFR1|GRIN2B|INSR|PDGFRA|PFN2|PRKD1|RRAS|TLN1|PIK3R3|MRAS|PLCB1|PRKD3,-8
cluster_1_x_name,GO Biological Processes,19,GO:0009896,positive regulation of catabolic process,19_GO:0048518 positive regulation of biological process,-10,6.1,9.6,30244,569,183,21,11,2.4,154|348|857|1855|2309|3643|4035|4292|5581|5587|5728|5747|8554|8660|11267|23376|23411|29763|79068|94241|114881,ADRB2|APOE|CAV1|DVL1|FOXO3|INSR|LRP1|MLH1|PRKCE|PRKD1|PTEN|PTK2|PIAS1|IRS2|SNF8|UFL1|SIRT1|PACSIN3|FTO|TP53INP1|OSBPL7,-8
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",,-10,17,13,30244,106,183,11,6,1.8,2099|2260|2534|3643|5156|5529|8395|8503|8660|10818|152831,ESR1|FGFR1|FYN|INSR|PDGFRA|PPP2R5E|PIP5K1B|PIK3R3|IRS2|FRS2|KLB,-8
cluster_1_x_name,GO Biological Processes,19,GO:1903034,regulation of response to wounding,19_GO:0050896 response to stimulus,-10,12,12,30244,173,183,13,7.1,1.9,59|348|857|1398|4088|4846|5156|5581|5728|5747|6558|6833|10979,ACTA2|APOE|CAV1|CRK|SMAD3|NOS3|PDGFRA|PRKCE|PTEN|PTK2|SLC12A2|ABCC8|FERMT2,-8
cluster_1_x_name,GO Biological Processes,19,GO:1901699,cellular response to nitrogen compound,19_GO:0050896 response to stimulus,-10,5.7,9.4,30244,635,183,22,12,2.4,154|358|857|1129|1373|1398|1445|1584|1785|2534|2697|3643|3728|4035|4988|5156|5747|5970|6720|8503|8660|23236,ADRB2|AQP1|CAV1|CHRM2|CPS1|CRK|CSK|CYP11B1|DNM2|FYN|GJA1|INSR|JUP|LRP1|OPRM1|PDGFRA|PTK2|RELA|SREBF1|PIK3R3|IRS2|PLCB1,-8
cluster_1_x_name,KEGG Pathway,24,hsa04931,Insulin resistance,,-10,17,13,30244,108,183,11,6,1.8,3643|4792|4846|5571|5581|5728|5970|6720|8503|8660|51422,INSR|NFKBIA|NOS3|PRKAG1|PRKCE|PTEN|RELA|SREBF1|PIK3R3|IRS2|PRKAG2,-7.9
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-10,8.6,10,30244,309,183,16,8.7,2.1,1026|2099|2260|2309|2534|3643|5156|5529|5581|5728|8395|8503|8660|10818|79109|152831,CDKN1A|ESR1|FGFR1|FOXO3|FYN|INSR|PDGFRA|PPP2R5E|PRKCE|PTEN|PIP5K1B|PIK3R3|IRS2|FRS2|MAPKAP1|KLB,-7.8
cluster_1_x_name,KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-10,10,11,30244,222,183,14,7.7,2,595|898|1026|1031|4088|4773|4792|5530|5728|5970|7040|7094|7514|8503,CCND1|CCNE1|CDKN1A|CDKN2C|SMAD3|NFATC2|NFKBIA|PPP3CA|PTEN|RELA|TGFB1|TLN1|XPO1|PIK3R3,-7.7
cluster_1_x_name,GO Biological Processes,19,GO:1901653,cellular response to peptide,19_GO:0050896 response to stimulus,-10,8.4,10,30244,313,183,16,8.7,2.1,154|857|1373|1398|1445|1584|2534|2697|3643|4035|5747|5970|6720|8503|8660|23236,ADRB2|CAV1|CPS1|CRK|CSK|CYP11B1|FYN|GJA1|INSR|LRP1|PTK2|RELA|SREBF1|PIK3R3|IRS2|PLCB1,-7.7
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-1257604,PIP3 activates AKT signaling,,-10,9.3,11,30244,267,183,15,8.2,2,1026|2099|2260|2309|2534|3643|5156|5529|5728|8395|8503|8660|10818|79109|152831,CDKN1A|ESR1|FGFR1|FOXO3|FYN|INSR|PDGFRA|PPP2R5E|PTEN|PIP5K1B|PIK3R3|IRS2|FRS2|MAPKAP1|KLB,-7.7
cluster_1_x_name,GO Biological Processes,19,GO:0001558,regulation of cell growth,19_GO:0040007 growth,-10,7.1,9.8,30244,419,183,18,9.8,2.2,348|596|1026|1031|1785|2335|2697|4088|4881|6259|6857|7040|23327|23411|54617|79109|85004|89780,APOE|BCL2|CDKN1A|CDKN2C|DNM2|FN1|GJA1|SMAD3|NPR1|RYK|SYT1|TGFB1|NEDD4L|SIRT1|INO80|MAPKAP1|RERG|WNT3A,-7.7
cluster_1_x_name,GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-9.9,7,9.7,30244,423,183,18,9.8,2.2,154|490|596|857|1785|2534|2669|4846|5530|5581|5587|5774|6833|10060|23327|27347|29763|150094,ADRB2|ATP2B1|BCL2|CAV1|DNM2|FYN|GEM|NOS3|PPP3CA|PRKCE|PRKD1|PTPN3|ABCC8|ABCC9|NEDD4L|STK39|PACSIN3|SIK1,-7.6
cluster_1_x_name,KEGG Pathway,24,hsa05226,Gastric cancer,,-9.9,13,12,30244,149,183,12,6.6,1.8,595|596|898|1026|1855|3728|4088|4292|6934|7040|8503|89780,CCND1|BCL2|CCNE1|CDKN1A|DVL1|JUP|SMAD3|MLH1|TCF7L2|TGFB1|PIK3R3|WNT3A,-7.6
cluster_1_x_name,GO Biological Processes,19,GO:0040013,negative regulation of locomotion,19_GO:0040011 locomotion,-9.8,7,9.7,30244,427,183,18,9.8,2.2,348|596|1398|1605|1843|2309|2697|3728|4035|5217|5728|6237|6259|6833|7040|23236|89780|94241,APOE|BCL2|CRK|DAG1|DUSP1|FOXO3|GJA1|JUP|LRP1|PFN2|PTEN|RRAS|RYK|ABCC8|TGFB1|PLCB1|WNT3A|TP53INP1,-7.6
cluster_1_x_name,GO Biological Processes,19,GO:0051051,negative regulation of transport,19_GO:0051179 localization,-9.8,6.5,9.5,30244,485,183,19,10,2.3,348|596|857|1445|2669|2697|3767|4846|4988|5530|5581|5587|5728|6720|6833|8660|23327|27347|29763,APOE|BCL2|CAV1|CSK|GEM|GJA1|KCNJ11|NOS3|OPRM1|PPP3CA|PRKCE|PRKD1|PTEN|SREBF1|ABCC8|IRS2|NEDD4L|STK39|PACSIN3,-7.6
cluster_1_x_name,GO Biological Processes,19,GO:0050708,regulation of protein secretion,19_GO:0051179 localization,-9.8,9,10,30244,275,183,15,8.2,2,348|406|2696|3767|4988|5208|5530|5581|6558|6720|6833|6934|7040|8660|23236,APOE|BMAL1|GIPR|KCNJ11|OPRM1|PFKFB2|PPP3CA|PRKCE|SLC12A2|SREBF1|ABCC8|TCF7L2|TGFB1|IRS2|PLCB1,-7.6
cluster_1_x_name,GeDiPNet,37,GDP02340,Endometrial Neoplasms,,-9.8,19,13,30244,88,183,10,5.5,1.7,595|2099|3159|4088|5241|5728|8204|8289|8842|10060,CCND1|ESR1|HMGA1|SMAD3|PGR|PTEN|NRIP1|ARID1A|PROM1|ABCC9,-7.6
cluster_1_x_name,GO Biological Processes,19,GO:0048638,regulation of developmental growth,19_GO:0040007 growth,-9.7,8.1,10,30244,328,183,16,8.7,2.1,154|348|596|1026|1785|2335|3643|4624|5728|6259|6857|7049|23236|23327|79068|89780,ADRB2|APOE|BCL2|CDKN1A|DNM2|FN1|INSR|MYH6|PTEN|RYK|SYT1|TGFBR3|PLCB1|NEDD4L|FTO|WNT3A,-7.5
cluster_1_x_name,GO Biological Processes,19,GO:0045444,fat cell differentiation,19_GO:0032502 developmental process,-9.7,15,12,30244,121,183,11,6,1.8,154|595|1488|5156|6720|6934|8554|23236|23411|59343|89780,ADRB2|CCND1|CTBP2|PDGFRA|SREBF1|TCF7L2|PIAS1|PLCB1|SIRT1|SENP2|WNT3A,-7.4
cluster_1_x_name,KEGG Pathway,24,hsa04152,AMPK signaling pathway,,-9.7,15,12,30244,121,183,11,6,1.8,595|2309|3643|5208|5529|5571|6720|8503|8660|23411|51422,CCND1|FOXO3|INSR|PFKFB2|PPP2R5E|PRKAG1|SREBF1|PIK3R3|IRS2|SIRT1|PRKAG2,-7.4
cluster_1_x_name,GO Biological Processes,19,GO:0198738,cell-cell signaling by wnt,19_GO:0050789 regulation of biological process,-9.6,8.8,10,30244,283,183,15,8.2,2,595|857|898|1500|1855|3728|5728|5868|6259|6934|8861|8945|10979|59343|89780,CCND1|CAV1|CCNE1|CTNND1|DVL1|JUP|PTEN|RAB5A|RYK|TCF7L2|LDB1|BTRC|FERMT2|SENP2|WNT3A,-7.4
cluster_1_x_name,GO Biological Processes,19,GO:0016055,Wnt signaling pathway,19_GO:0050896 response to stimulus,-9.6,8.8,10,30244,283,183,15,8.2,2,595|857|898|1500|1855|3728|5728|5868|6259|6934|8861|8945|10979|59343|89780,CCND1|CAV1|CCNE1|CTNND1|DVL1|JUP|PTEN|RAB5A|RYK|TCF7L2|LDB1|BTRC|FERMT2|SENP2|WNT3A,-7.4
